"Target_Family","LogP","MolMR","TPSA","HBA","HBD","RotatableBonds","RingCount","NumAromaticRings","NumAliphaticRings","FractionCSP3","LipinskiViolations","AromaticRingFraction","FlexibilityIndex","HeteroatomFraction","TPSA_per_MW"
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"G.Quadruplex",4.547,96.735,7.12,2,0,4,3,3,0,0.316,0,1,0.181818181818182,0.136363636363636,0.0228590508357038
"miRNA",6.679,209.22,152.13,6,4,12,6,5,1,0.475,2,0.833333333333333,0.230769230769231,0.230769230769231,0.215502343001876
"miRNA",6.679,209.22,152.13,6,4,12,6,5,1,0.475,2,0.833333333333333,0.230769230769231,0.230769230769231,0.215502343001876
"miRNA",6.679,209.22,152.13,6,4,12,6,5,1,0.475,2,0.833333333333333,0.230769230769231,0.230769230769231,0.215502343001876
"Other",6.679,209.22,152.13,6,4,12,6,5,1,0.475,2,0.833333333333333,0.230769230769231,0.230769230769231,0.215502343001876
"tRNA",6.679,209.22,152.13,6,4,12,6,5,1,0.475,2,0.833333333333333,0.230769230769231,0.230769230769231,0.215502343001876
"miRNA",6.679,209.22,152.13,6,4,12,6,5,1,0.475,2,0.833333333333333,0.230769230769231,0.230769230769231,0.215502343001876
"miRNA",6.679,209.22,152.13,6,4,12,6,5,1,0.475,2,0.833333333333333,0.230769230769231,0.230769230769231,0.215502343001876
"Other",6.679,209.22,152.13,6,4,12,6,5,1,0.475,2,0.833333333333333,0.230769230769231,0.230769230769231,0.215502343001876
"tRNA",6.679,209.22,152.13,6,4,12,6,5,1,0.475,2,0.833333333333333,0.230769230769231,0.230769230769231,0.215502343001876
"miRNA",6.679,209.22,152.13,6,4,12,6,5,1,0.475,2,0.833333333333333,0.230769230769231,0.230769230769231,0.215502343001876
"Repeat.RNA",5.224,94.884,15.6,2,0,1,3,2,1,0.118,1,0.666666666666667,0.0476190476190476,0.19047619047619,0.0495488198805111
"Repeat.RNA",5.224,94.884,15.6,2,0,1,3,2,1,0.118,1,0.666666666666667,0.0476190476190476,0.19047619047619,0.0495488198805111
"Repeat.RNA",5.224,94.884,15.6,2,0,1,3,2,1,0.118,1,0.666666666666667,0.0476190476190476,0.19047619047619,0.0495488198805111
"Repeat.RNA",5.224,94.884,15.6,2,0,1,3,2,1,0.118,1,0.666666666666667,0.0476190476190476,0.19047619047619,0.0495488198805111
"Repeat.RNA",5.224,94.884,15.6,2,0,1,3,2,1,0.118,1,0.666666666666667,0.0476190476190476,0.19047619047619,0.0495488198805111
"Repeat.RNA",5.224,94.884,15.6,2,0,1,3,2,1,0.118,1,0.666666666666667,0.0476190476190476,0.19047619047619,0.0495488198805111
"Repeat.RNA",5.224,94.884,15.6,2,0,1,3,2,1,0.118,1,0.666666666666667,0.0476190476190476,0.19047619047619,0.0495488198805111
"Repeat.RNA",5.224,94.884,15.6,2,0,1,3,2,1,0.118,1,0.666666666666667,0.0476190476190476,0.19047619047619,0.0495488198805111
"Repeat.RNA",4.061,75.499,25.78,3,0,3,3,3,0,0.067,0,1,0.157894736842105,0.210526315789474,0.0953642188124233
"Repeat.RNA",4.061,75.499,25.78,3,0,3,3,3,0,0.067,0,1,0.157894736842105,0.210526315789474,0.0953642188124233
"Repeat.RNA",4.061,75.499,25.78,3,0,3,3,3,0,0.067,0,1,0.157894736842105,0.210526315789474,0.0953642188124233
"Repeat.RNA",4.061,75.499,25.78,3,0,3,3,3,0,0.067,0,1,0.157894736842105,0.210526315789474,0.0953642188124233
"Repeat.RNA",4.061,75.499,25.78,3,0,3,3,3,0,0.067,0,1,0.157894736842105,0.210526315789474,0.0953642188124233
"Repeat.RNA",4.061,75.499,25.78,3,0,3,3,3,0,0.067,0,1,0.157894736842105,0.210526315789474,0.0953642188124233
"Repeat.RNA",4.061,75.499,25.78,3,0,3,3,3,0,0.067,0,1,0.157894736842105,0.210526315789474,0.0953642188124233
"Repeat.RNA",4.061,75.499,25.78,3,0,3,3,3,0,0.067,0,1,0.157894736842105,0.210526315789474,0.0953642188124233
"Repeat.RNA",4.349,71.874,12.89,1,0,1,3,3,0,0.062,0,1,0.0555555555555556,0.111111111111111,0.0543246922373429
"Repeat.RNA",4.349,71.874,12.89,1,0,1,3,3,0,0.062,0,1,0.0555555555555556,0.111111111111111,0.0543246922373429
"Repeat.RNA",4.349,71.874,12.89,1,0,1,3,3,0,0.062,0,1,0.0555555555555556,0.111111111111111,0.0543246922373429
"Repeat.RNA",4.349,71.874,12.89,1,0,1,3,3,0,0.062,0,1,0.0555555555555556,0.111111111111111,0.0543246922373429
"Repeat.RNA",4.349,71.874,12.89,1,0,1,3,3,0,0.062,0,1,0.0555555555555556,0.111111111111111,0.0543246922373429
"Repeat.RNA",4.349,71.874,12.89,1,0,1,3,3,0,0.062,0,1,0.0555555555555556,0.111111111111111,0.0543246922373429
"Repeat.RNA",4.349,71.874,12.89,1,0,1,3,3,0,0.062,0,1,0.0555555555555556,0.111111111111111,0.0543246922373429
"Repeat.RNA",4.349,71.874,12.89,1,0,1,3,3,0,0.062,0,1,0.0555555555555556,0.111111111111111,0.0543246922373429
"mRNA",1.031,143.58,68.39,6,3,7,5,3,2,0.5,0,0.6,0.194444444444444,0.222222222222222,0.138815591838723
"mRNA",1.031,143.58,68.39,6,3,7,5,3,2,0.5,0,0.6,0.194444444444444,0.222222222222222,0.138815591838723
"mRNA",1.031,143.58,68.39,6,3,7,5,3,2,0.5,0,0.6,0.194444444444444,0.222222222222222,0.138815591838723
"Other",1.031,143.58,68.39,6,3,7,5,3,2,0.5,0,0.6,0.194444444444444,0.222222222222222,0.138815591838723
"Repeat.RNA",1.031,143.58,68.39,6,3,7,5,3,2,0.5,0,0.6,0.194444444444444,0.222222222222222,0.138815591838723
"Repeat.RNA",1.031,143.58,68.39,6,3,7,5,3,2,0.5,0,0.6,0.194444444444444,0.222222222222222,0.138815591838723
"Repeat.RNA",1.031,143.58,68.39,6,3,7,5,3,2,0.5,0,0.6,0.194444444444444,0.222222222222222,0.138815591838723
"Other",1.031,143.58,68.39,6,3,7,5,3,2,0.5,0,0.6,0.194444444444444,0.222222222222222,0.138815591838723
"Repeat.RNA",1.031,143.58,68.39,6,3,7,5,3,2,0.5,0,0.6,0.194444444444444,0.222222222222222,0.138815591838723
"G.Quadruplex",0.966,135.25,201.25,11,3,4,7,3,4,0.077,2,0.428571428571429,0.1,0.35,0.373072074744179
"G.Quadruplex",0.966,135.25,201.25,11,3,4,7,3,4,0.077,2,0.428571428571429,0.1,0.35,0.373072074744179
"Other",0.966,135.25,201.25,11,3,4,7,3,4,0.077,2,0.428571428571429,0.1,0.35,0.373072074744179
"Other",0.966,135.25,201.25,11,3,4,7,3,4,0.077,2,0.428571428571429,0.1,0.35,0.373072074744179
"Other",1.722,142.131,133.3,10,1,5,6,5,1,0.192,1,0.833333333333333,0.135135135135135,0.297297297297297,0.260059503487295
"Other",1.916,146.733,133.3,10,1,6,6,5,1,0.222,1,0.833333333333333,0.157894736842105,0.289473684210526,0.253132346629903
"Other",1.916,146.733,133.3,10,1,6,6,5,1,0.222,1,0.833333333333333,0.157894736842105,0.289473684210526,0.253132346629903
"Other",0.079,170.806,140.98,11,2,7,7,5,2,0.323,2,0.714285714285714,0.159090909090909,0.295454545454545,0.230460397690492
"Other",0.469,175.423,140.98,11,2,8,7,5,2,0.344,2,0.714285714285714,0.177777777777778,0.288888888888889,0.225294402477631
"HCV.IRES",3.5,184.561,133,9,4,13,5,4,1,0.324,1,0.8,0.282608695652174,0.260869565217391,0.212878339228836
"HCV.IRES",3.5,184.561,133,9,4,13,5,4,1,0.324,1,0.8,0.282608695652174,0.260869565217391,0.212878339228836
"Other",3.5,184.561,133,9,4,13,5,4,1,0.324,1,0.8,0.282608695652174,0.260869565217391,0.212878339228836
"HCV.IRES",-0.883,123.144,105.1,7,4,11,3,2,1,0.619,0,0.666666666666667,0.354838709677419,0.32258064516129,0.242964771264041
"HCV.IRES",-0.883,123.144,105.1,7,4,11,3,2,1,0.619,0,0.666666666666667,0.354838709677419,0.32258064516129,0.242964771264041
"Other",-0.883,123.144,105.1,7,4,11,3,2,1,0.619,0,0.666666666666667,0.354838709677419,0.32258064516129,0.242964771264041
"HCV.IRES",2.761,173.333,167.65,9,6,15,5,3,2,0.467,2,0.6,0.340909090909091,0.318181818181818,0.269197913856668
"HCV.IRES",2.761,173.333,167.65,9,6,15,5,3,2,0.467,2,0.6,0.340909090909091,0.318181818181818,0.269197913856668
"Other",2.761,173.333,167.65,9,6,15,5,3,2,0.467,2,0.6,0.340909090909091,0.318181818181818,0.269197913856668
"HCV.IRES",2.447,188.716,170.89,10,6,15,6,3,3,0.515,2,0.5,0.3125,0.3125,0.252103691639522
"Other",2.447,188.716,170.89,10,6,15,6,3,3,0.515,2,0.5,0.3125,0.3125,0.252103691639522
"miRNA",6.606,121.038,53.17,2,2,6,4,2,2,0.48,1,0.5,0.206896551724138,0.137931034482759,0.135790519436407
"miRNA",6.606,121.038,53.17,2,2,6,4,2,2,0.48,1,0.5,0.206896551724138,0.137931034482759,0.135790519436407
"Other",6.606,121.038,53.17,2,2,6,4,2,2,0.48,1,0.5,0.206896551724138,0.137931034482759,0.135790519436407
"tRNA",6.606,121.038,53.17,2,2,6,4,2,2,0.48,1,0.5,0.206896551724138,0.137931034482759,0.135790519436407
"HIV.TAR",6.606,121.038,53.17,2,2,6,4,2,2,0.48,1,0.5,0.206896551724138,0.137931034482759,0.135790519436407
"Other",6.606,121.038,53.17,2,2,6,4,2,2,0.48,1,0.5,0.206896551724138,0.137931034482759,0.135790519436407
"Other",6.606,121.038,53.17,2,2,6,4,2,2,0.48,1,0.5,0.206896551724138,0.137931034482759,0.135790519436407
"Other",6.606,121.038,53.17,2,2,6,4,2,2,0.48,1,0.5,0.206896551724138,0.137931034482759,0.135790519436407
"miRNA",4.596,98.963,53.17,2,2,3,4,3,1,0.15,0,0.75,0.125,0.166666666666667,0.167521550637697
"miRNA",4.867,99.949,53.17,2,2,7,3,2,1,0.35,0,0.666666666666667,0.291666666666667,0.166666666666667,0.164389067524116
"Riboswitch",2.463,104.247,78.95,4,0,4,4,2,2,0.238,0,0.5,0.148148148148148,0.222222222222222,0.21966617419152
"Other",2.463,104.247,78.95,4,0,4,4,2,2,0.238,0,0.5,0.148148148148148,0.222222222222222,0.21966617419152
"Other",1.976,120.891,69,4,1,3,5,4,1,0.417,0,0.8,0.0967741935483871,0.225806451612903,0.16525481574088
"Other",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"Other",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"Other",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"Other",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"Other",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"Other",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"HCV.IRES",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"Repeat.RNA",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"HCV.IRES",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"Other",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"HCV.IRES",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"Other",-2.265,183.452,165.3,6,9,9,7,4,3,0.167,2,0.571428571428571,0.1875,0.25,0.257178596766364
"Other",0.719,156.551,110.2,4,6,7,6,4,2,0.125,2,0.666666666666667,0.175,0.2,0.207676883414494
"HCV.IRES",0.719,156.551,110.2,4,6,7,6,4,2,0.125,2,0.666666666666667,0.175,0.2,0.207676883414494
"Repeat.RNA",0.719,156.551,110.2,4,6,7,6,4,2,0.125,2,0.666666666666667,0.175,0.2,0.207676883414494
"HCV.IRES",0.719,156.551,110.2,4,6,7,6,4,2,0.125,2,0.666666666666667,0.175,0.2,0.207676883414494
"Other",0.719,156.551,110.2,4,6,7,6,4,2,0.125,2,0.666666666666667,0.175,0.2,0.207676883414494
"Other",1.674,105.497,93.15,3,5,4,3,2,1,0.1,0,0.666666666666667,0.148148148148148,0.259259259259259,0.254216472899951
